YEARMADERANGE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,COOLTYPE,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELCOOL,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
2,0,1,0,0,0,9,1,0,0,7,0,1,1,22,3,7,0,0,0,0,1,3,2,2,2,2,10,10,0,1,0,0,1,0,1,0,0,2,0,0,0,1,1,1,0,5,0,12,3,1,0,0,1,0,0,2,1,2,1,50,0,17500,0,1158,772,772,2361,0.58
8,4,2,0,1,0,6,2,0,0,5,1,1,2,21,5,7,0,3,7,3,5,3,2,2,4,2,5,2,0,1,0,0,0,2,8,1,1,1,8,3,1,2,2,0,0,5,0,22,4,1,0,0,1,1,1,2,1,2,2,61,0,130000,0,4051,1590,1590,9660,0.44
7,3,3,0,0,0,6,3,1,1,5,0,0,2,21,5,12,1,5,13,2,3,2,1,4,8,4,5,5,2,1,1,0,1,6,7,0,0,1,7,3,1,6,3,0,0,54,0,12,3,1,0,0,1,0,0,1,1,2,3,34,0,130000,0,2124,2124,2124,23333,0.39
5,2,2,0,0,1,9,2,0,1,5,1,1,1,22,3,7,0,8,7,3,1,3,2,4,8,1,2,0,0,1,0,0,0,6,2,0,1,1,4,2,0,5,2,1,0,21,1,7,3,0,0,1,1,1,1,1,1,2,2,42,0,52500,0,828,414,828,10881,0.38
6,2,2,0,0,1,0,3,0,1,5,1,1,1,22,3,17,0,2,3,3,2,3,4,4,4,2,2,2,0,1,0,0,1,2,4,0,0,1,4,2,0,0,0,1,0,39.5,1,7,3,1,0,0,1,0,1,1,1,5,1,31,0,52500,0,741,741,741,4071,0.52
2,3,2,0,1,0,9,2,1,0,7,0,1,1,22,4,7,0,5,7,3,3,3,2,8,8,3,10,2,2,1,0,0,0,0,6,0,0,1,6,2,1,2,3,0,0,39.5,0,12,2,1,0,1,1,0,0,1,1,5,3,38.66666667,0,130000,0,1930,1530,1530,9167,0.39
1,3,2,1,0,0,9,3,1,0,7,0,1,1,1,4,7,1,2,7,3,2,2,1,2,8,1,1,0,0,1,0,0,0,6,6,0,0,1,6,3,0,3,2,1,0,21,0,18,3,1,0,0,1,0,0,1,1,5,2,42.5,0,110000,0,1440,1303,823,9914,0.54
1,5,3,0,0,1,6,3,0,1,18,1,0,2,22,3,3,0,5,13,3,5,2,1,4,8,4,5,2,1,1,0,0,0,0,3,0,1,2,0,0,0,3,3,0,0,20.5,1,22,2,0,0,1,1,1,1,0,1,3,7,19.42857143,0,130000,0,3203,466,466,7621,0.48
5,2,1,0,0,0,9,1,0,1,7,0,1,1,22,3,2,0,0,7,2,2,2,1,2,8,1,2,0,0,1,0,0,1,0,4,0,1,1,4,1,0,0,0,1,0,10,1,4,2,1,0,1,1,1,0,1,1,5,2,22,0,47500,0,881,881,881,2519,0.5
3,2,2,0,1,0,6,1,1,1,5,0,1,2,21,4,7,1,5,7,3,2,3,2,8,8,3,5,5,1,1,0,0,1,10,6,0,0,1,6,3,1,4,3,1,0,31.5,1,12,3,1,0,0,1,0,1,0,1,3,2,72,1,57500,0,2661,2261,2261,11284,0.46
4,1,1,0,0,0,0,3,0,0,5,0,0,1,22,3,7,0,0,0,0,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,7,2,1,0,0,0,0,0,1,2,2,2,27.5,0,52500,0,693,0,0,4947,0.54
6,3,2,1,0,1,16,4,1,1,5,1,1,1,22,3,7,0,3,7,3,1,3,3,2,1,1,2,0,0,1,0,0,1,2,5,0,1,1,5,3,0,2,3,0,0,18.5,1,4,4,0,0,1,1,1,1,0,6,2,3,64.33333333,0,12500,1,1259,1259,1259,10697,0.42
5,2,1,0,0,1,6,1,0,0,10,1,0,1,22,3,7,1,0,16,2,1,2,3,8,8,1,5,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,10.5,0,7,2,0,0,1,0,1,1,1,1,1,4,15,0,17500,1,1040,780,0,22790,0.53
4,3,2,0,0,1,1,3,0,0,5,1,0,1,22,4,12,0,0,0,0,2,2,2,4,4,2,8,2,0,1,0,0,1,0,0,0,1,1,5,3,0,0,0,1,0,37,1,4,3,0,0,0,1,1,1,1,1,5,3,31.33333333,0,77500,0,1241,0,1241,17842,0.41
4,3,1,2,1,0,1,2,0,1,1,0,1,2,22,4,12,1,8,7,3,6,2,2,8,8,4,10,2,1,1,1,0,1,6,6,0,0,1,6,1,1,0,0,1,1,0,0,7,4,1,0,0,1,0,0,0,1,3,3,43,1,67500,0,2800,1850,1300,11809,0.6
4,3,2,0,0,1,28,2,1,1,18,1,1,1,1,4,3,2,8,13,3,4,3,4,4,12,0,0,0,0,0,0,0,1,10,6,0,1,2,0,0,0,4,3,1,0,26,0,18,3,0,0,1,1,1,1,1,2,5,4,37,0,57500,0,2160,2160,1080,17626,0.43
7,4,3,1,1,1,6,3,1,1,7,1,0,2,22,3,7,0,5,13,3,6,3,3,2,4,3,2,2,1,1,0,0,1,6,6,0,0,1,6,3,1,2,1,0,0,38.5,1,12,3,1,0,0,1,0,1,1,1,5,6,21.66666667,0,97500,0,3186,2100,2100,18414,0.45
5,3,2,0,0,1,9,1,0,0,5,1,0,1,22,3,3,1,0,7,1,3,3,2,8,12,0,0,0,0,0,0,0,0,0,6,0,1,1,6,3,1,1,0,0,0,10.5,0,7,4,0,0,1,1,1,1,1,2,2,2,54,1,27500,0,1320,1320,1320,15571,0.46
6,3,2,0,1,1,1,3,1,0,5,1,0,2,21,5,17,1,3,7,3,3,2,1,8,12,1,2,0,0,1,0,0,0,10,6,0,0,1,7,1,1,3,3,1,0,10.5,0,12,4,1,0,1,1,0,1,2,7,3,2,63,1,42500,0,2856,2652,2856,8877,0.49
5,3,2,0,1,1,3,1,0,0,7,1,1,1,21,3,17,0,3,3,2,1,2,1,1,1,0,0,0,0,0,0,0,1,2,6,1,1,0,0,0,0,1,1,1,0,2.5,1,7,4,1,0,1,0,1,1,0,1,6,1,66,1,32500,0,2478,1707,0,7403,0.64
1,1,1,0,0,1,1,1,0,1,1,1,0,1,22,3,17,1,1,3,0,2,2,1,4,8,1,2,0,0,1,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,12,0,12,2,1,0,1,1,0,1,1,1,5,1,56,0,42500,0,420,280,280,3463,0.56
6,4,2,0,1,1,1,4,1,0,5,1,1,1,21,4,7,0,3,3,3,3,2,1,8,8,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,4,2,1,1,36.5,1,7,2,1,0,0,1,0,1,0,7,3,1,66,1,17500,0,2892,1780,356,6851,0.57
6,4,2,2,1,1,9,2,1,0,7,1,1,2,21,3,12,0,8,7,3,3,2,1,4,4,2,10,1,0,1,0,0,0,0,10,0,0,1,10,3,1,5,3,1,0,68.5,0,22,4,1,0,1,1,0,1,1,1,3,5,17.8,0,82500,0,4100,3700,3700,15807,0.51
2,4,2,2,1,0,16,2,1,1,10,1,1,2,21,3,12,1,8,13,3,6,3,2,2,4,1,2,0,0,1,0,0,1,2,9,1,0,1,9,1,0,5,2,0,0,126,1,22,3,1,0,0,1,0,1,1,1,4,6,24.33333333,0,37500,1,6279,4540,4094,13953,0.57
3,4,2,1,1,0,6,2,1,0,7,1,1,1,1,4,7,0,3,3,3,4,3,3,8,8,2,8,1,0,1,0,0,0,6,6,1,0,1,6,3,1,0,0,1,0,47.5,0,18,4,1,0,0,1,0,1,0,1,5,2,86.5,1,110000,0,4141,1953,1953,6746,0.61
4,2,1,0,0,0,6,4,0,1,5,0,1,1,22,3,12,0,0,0,0,2,2,1,12,12,0,0,0,0,0,0,0,1,2,5,0,0,2,0,0,0,0,0,1,0,2.5,0,12,4,1,0,0,1,0,1,0,1,2,2,66,1,12500,1,780,780,156,3480,0.49
3,4,2,0,0,1,16,2,1,1,10,1,0,1,22,4,7,1,3,3,2,2,3,2,4,4,0,0,0,0,0,1,0,0,6,9,1,0,2,0,0,0,1,1,0,0,2.5,0,22,4,1,0,0,1,0,1,1,1,4,2,36.5,0,87500,0,3840,3840,1280,10209,0.55
5,3,1,0,1,0,6,4,1,1,7,0,0,2,22,3,7,1,0,3,3,2,3,1,4,4,1,1,0,0,0,0,1,1,2,5,0,1,1,5,3,0,5,3,1,0,2.5,0,12,4,1,0,1,1,1,0,1,1,2,2,51,0,42500,0,1608,1358,1358,19433,0.42
3,1,1,0,0,0,1,3,0,0,7,0,1,2,22,3,7,0,0,3,3,3,2,2,4,2,2,2,1,0,1,0,0,0,6,3,0,1,2,0,0,0,3,2,0,0,18.5,0,18,3,0,0,0,1,1,0,0,1,2,2,61.5,0,37500,0,1440,1440,1440,5798,0.43
5,3,1,1,0,0,16,2,0,1,10,0,1,1,22,3,3,0,0,13,2,4,2,2,8,8,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,10.5,1,12,3,1,0,0,1,0,0,1,1,3,5,23,0,37500,1,2400,1200,480,6444,0.57
6,3,1,1,0,1,6,4,0,0,7,1,0,1,22,3,7,0,0,13,3,4,1,2,4,8,1,8,0,0,1,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,46,1,22,2,1,0,0,0,0,1,2,7,3,4,14.5,0,12500,1,1260,1260,0,6598,0.61
2,3,1,0,1,1,6,3,1,1,10,1,1,1,21,5,12,0,3,7,3,3,3,3,8,8,3,8,10,1,1,0,0,1,2,6,1,0,1,6,3,1,3,3,1,0,30.5,0,18,3,1,0,0,1,0,1,0,1,4,2,53.5,1,47500,0,1008,758,758,9272,0.54
1,2,1,0,0,0,6,2,0,0,7,0,1,1,22,3,2,0,0,0,0,3,2,2,2,2,2,10,2,0,1,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,10,0,12,2,1,0,0,0,0,0,1,1,5,2,26.5,0,92500,0,913,0,0,3045,0.38
1,5,1,1,0,1,6,2,1,1,7,1,0,1,21,4,7,0,5,13,3,2,3,2,2,2,2,10,2,0,1,0,0,0,2,10,0,0,1,6,2,0,5,2,0,0,31.5,0,22,2,1,0,0,1,0,1,1,1,2,2,48,1,110000,0,4080,2720,1632,14011,0.6
6,2,2,1,1,0,6,3,0,1,1,1,1,2,21,3,17,0,3,7,2,4,3,4,8,8,3,8,1,10,0,0,0,1,2,7,0,1,1,7,3,0,10,2,0,0,61,1,18,4,0,0,1,1,1,1,0,1,6,2,70,1,27500,0,3120,2720,2720,19097,0.37
4,4,2,0,1,0,6,3,0,1,18,1,1,3,22,4,7,1,8,7,2,4,3,2,4,4,2,10,2,0,1,0,0,1,2,10,1,0,3,4,1,1,4,3,1,0,29,0,22,3,1,0,1,1,0,1,0,1,1,2,79.5,1,42500,0,3440,3190,923,17002,0.54
5,2,2,0,1,1,3,4,0,0,5,1,1,2,21,4,12,0,2,3,3,2,2,2,4,4,1,1,0,0,1,0,0,1,2,6,0,1,1,6,3,0,3,2,0,0,13,0,22,2,0,0,1,1,1,1,1,1,3,1,62,0,57500,0,1150,750,750,14295,0.35
4,3,1,1,1,1,9,2,0,0,7,1,1,2,21,4,3,0,8,7,3,6,3,2,12,12,1,1,0,0,1,0,1,1,6,6,1,1,1,6,3,1,0,0,0,0,7.5,0,22,3,0,0,0,1,1,1,2,1,4,4,23,0,110000,0,2912,2662,2662,20835,0.51
4,4,2,1,1,1,1,2,0,1,5,1,1,1,21,5,12,0,1,3,3,4,3,2,2,4,1,2,0,0,1,0,0,1,2,5,0,0,0,0,0,0,2,1,1,0,0,1,12,3,1,0,0,0,0,1,1,1,4,1,55,0,47500,0,2895,1559,0,6207,0.41
3,4,2,1,0,0,1,2,1,0,5,0,0,1,21,4,12,0,5,3,3,2,2,1,8,2,0,0,0,0,0,0,0,1,6,7,0,0,1,7,3,1,1,0,1,0,48,1,22,4,1,0,0,1,0,0,2,1,4,3,27.66666667,0,87500,0,2556,2556,2556,6387,0.56
3,3,2,0,1,1,6,3,0,1,10,1,1,1,22,3,3,0,5,7,3,3,3,3,4,2,1,2,0,0,1,0,0,0,6,6,0,1,1,6,3,0,1,1,1,0,13,1,12,2,0,0,1,1,1,1,1,1,5,3,32.33333333,0,72500,0,2255,1855,1855,19853,0.37
5,3,1,1,0,1,16,2,0,1,10,1,1,1,22,3,3,1,0,3,2,2,1,1,4,2,0,0,0,0,0,1,0,1,6,5,0,1,2,0,0,0,3,3,0,0,2.5,0,4,3,0,0,1,1,1,1,0,3,1,1,69,1,8750,1,938,938,563,17941,0.41
1,2,1,0,0,1,6,2,0,0,5,1,1,1,22,4,3,0,0,7,3,3,2,2,12,12,2,5,2,0,1,0,0,1,0,3,0,1,0,0,0,0,4,3,1,0,5,0,7,2,0,0,1,0,1,1,1,1,2,3,37,0,37500,0,716,537,0,8629,0.54
2,2,1,0,1,1,6,2,0,0,7,1,0,2,22,3,7,0,0,7,2,3,2,2,8,8,2,10,10,0,1,0,0,1,6,5,0,1,1,5,2,0,0,0,1,0,36,1,12,2,0,0,1,1,1,1,0,1,4,2,59,0,22500,0,1024,774,774,16774,0.44
6,2,2,0,0,1,9,3,1,0,7,1,0,1,21,4,7,0,2,7,3,3,3,1,12,12,2,5,2,0,1,0,0,0,2,4,1,1,1,4,1,0,2,3,1,0,53,0,12,4,0,0,1,1,1,1,0,1,3,3,40,0,37500,0,952,952,952,18724,0.45
4,3,3,0,1,0,1,3,1,0,10,0,1,2,22,3,3,0,5,7,3,2,3,2,2,2,1,2,0,0,1,0,0,0,6,8,1,0,1,8,3,1,3,2,1,0,39.5,1,12,3,1,0,0,1,0,0,2,1,5,2,71.5,1,22500,0,2770,1818,1818,8768,0.57
3,3,2,0,0,0,16,2,0,0,10,0,0,1,22,3,2,0,0,3,3,3,2,1,8,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,1,0,0,0,0,18,3,1,0,0,0,0,0,0,2,2,3,42.33333333,0,2000,1,1785,1785,0,14173,0.49
4,3,2,0,0,1,3,2,0,0,3,1,1,1,22,4,22,0,1,7,2,3,2,2,4,2,2,1,2,0,1,0,0,0,2,6,0,1,1,6,3,0,1,1,0,0,7.5,0,12,3,0,0,1,1,1,1,2,1,3,3,46.33333333,0,47500,0,2538,1269,1269,16177,0.44
4,3,2,0,0,1,6,3,1,0,10,1,1,1,22,4,7,1,8,13,3,4,3,2,8,8,1,5,0,0,1,0,1,0,0,8,0,0,1,8,3,1,0,0,0,0,21,1,12,3,1,0,1,1,0,1,0,1,3,8,14.125,0,130000,0,1464,1464,1464,14871,0.64
4,3,2,0,1,1,3,4,0,0,18,1,0,1,22,3,12,0,0,3,3,4,2,1,12,12,1,1,0,0,1,0,0,1,2,7,0,1,1,9,3,1,0,0,0,0,8,1,12,4,0,0,1,1,1,1,0,2,3,3,40,1,82500,0,2700,1789,2300,24424,0.37
6,5,3,0,1,1,9,1,0,0,1,1,1,3,21,4,12,0,1,7,3,9,3,2,4,8,4,8,10,2,1,0,0,1,2,8,0,0,1,8,3,1,8,3,0,1,42,0,18,4,1,0,1,1,0,1,1,1,2,3,42,0,110000,0,5936,5536,5536,26230,0.36
1,1,1,0,0,1,6,4,1,0,7,1,1,1,1,3,12,0,0,0,0,1,1,1,4,4,4,1,1,1,0,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,5,0,7,3,0,0,1,0,1,1,2,1,2,1,57,0,8750,1,524,524,0,3262,0.54
5,4,2,1,1,1,9,2,1,1,10,1,1,2,22,3,7,0,8,16,3,4,2,2,4,8,2,5,10,0,1,0,0,0,6,9,0,0,1,9,3,0,0,0,0,0,28.5,1,22,3,1,0,1,1,0,1,1,1,5,3,44.66666667,0,110000,0,3234,2834,2834,13200,0.47
3,4,3,1,1,0,6,2,1,0,7,0,1,2,22,4,7,1,3,3,2,3,1,2,4,12,3,2,2,2,1,0,1,1,6,8,0,0,1,7,3,1,0,0,1,0,18,0,18,3,1,0,0,1,0,0,1,2,3,2,56,0,97500,0,5567,5167,2421,11827,0.51
2,3,1,1,0,0,16,3,1,0,10,0,1,1,22,4,17,1,0,13,3,3,3,4,12,12,2,2,2,0,1,0,0,1,0,6,0,0,2,0,0,0,3,2,0,0,5,0,12,3,1,0,0,1,0,0,0,1,3,7,24.28571429,0,47500,1,3840,1920,960,7860,0.49
5,4,2,1,1,0,6,1,0,0,18,0,1,1,22,3,12,0,0,7,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,29,1,12,4,1,0,1,0,0,0,0,1,1,7,19.85714286,0,17500,1,1697,741,0,6960,0.43
4,3,2,1,1,1,6,2,1,0,7,1,1,1,22,4,3,1,3,3,2,2,3,4,1,1,1,5,0,0,1,1,0,1,6,7,1,0,1,7,1,1,0,0,1,0,26.5,1,22,4,1,1,0,1,0,1,0,1,6,2,66,1,110000,0,3124,2332,1940,10837,0.5
1,4,1,1,0,1,9,2,1,0,7,1,1,2,22,4,12,1,5,7,2,5,3,2,2,2,2,2,1,0,1,0,0,1,6,10,0,0,2,0,0,0,1,3,0,0,5,0,30,4,0,0,0,1,0,1,1,1,2,4,36.5,0,72500,0,3167,2555,1022,10952,0.54
5,2,2,0,0,1,1,1,1,1,10,1,1,1,23,3,7,0,0,1,2,3,2,2,12,12,0,0,0,0,0,1,0,1,2,5,1,1,1,5,1,0,1,1,1,0,23.5,0,18,4,0,0,1,1,1,1,0,1,2,1,78,1,12500,1,1848,1848,1848,12763,0.52
7,2,2,0,0,0,1,2,0,0,5,0,1,1,22,3,12,0,2,7,3,2,3,1,4,1,1,2,0,0,0,0,0,0,2,1,0,1,1,4,2,0,0,0,0,0,29,1,2,4,1,0,1,1,1,0,0,1,2,4,24.5,0,130000,0,962,240,962,7856,0.54
1,4,3,0,0,1,9,4,0,0,10,1,1,2,21,4,7,1,8,7,3,4,2,1,4,8,2,10,8,0,1,0,0,0,2,9,1,0,1,9,3,1,3,3,1,0,103.5,0,30,3,1,0,1,1,0,1,2,1,5,6,17,0,92500,0,4371,3895,3895,25560,0.51
8,3,2,0,1,1,3,4,1,0,7,1,1,1,22,4,7,1,0,3,3,5,3,3,2,4,2,10,1,0,1,0,0,0,0,6,0,1,1,6,1,1,0,0,0,0,2.5,1,7,4,0,0,1,1,1,1,1,1,4,2,27.5,0,62500,0,2824,2574,2574,12760,0.53
3,3,2,0,1,0,6,3,0,0,7,1,1,1,21,3,3,0,3,13,2,1,3,2,2,8,1,1,0,0,1,0,0,0,10,7,1,0,1,7,1,1,2,1,0,0,41.5,1,18,3,1,0,0,1,0,1,1,1,6,3,22.66666667,0,8750,1,4882,3945,3945,6466,0.7
1,1,1,0,0,0,16,2,0,0,10,0,0,1,22,3,2,0,0,0,0,2,1,1,12,12,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5,0,4,4,1,0,0,0,0,0,0,2,0,2,50,1,12500,1,505,505,0,2449,0.59
1,2,2,0,0,0,6,3,1,0,5,0,1,2,22,3,17,0,5,16,3,3,2,1,8,8,1,1,0,0,1,0,0,0,6,6,0,0,2,0,0,0,4,2,1,0,13,1,12,4,1,0,0,1,0,0,1,1,4,2,64.5,1,47500,0,2524,2297,538,9353,0.5
2,3,2,0,1,0,0,3,0,1,5,0,0,1,21,3,12,0,0,1,3,1,2,1,2,1,1,1,0,0,1,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,5,0,7,4,1,0,0,0,0,0,0,1,5,1,78,1,22500,0,1929,1115,0,3977,0.49
5,2,1,1,0,1,3,4,0,0,5,1,1,1,1,3,7,0,0,0,0,1,2,1,4,8,0,0,0,0,0,0,0,0,0,4,0,1,1,4,2,0,1,3,0,0,0,1,4,3,0,0,1,1,1,1,0,1,2,1,67,1,8750,1,759,759,759,6503,0.38
1,3,1,0,0,1,28,2,1,0,7,1,0,1,21,4,12,0,0,3,3,3,2,1,2,4,0,0,0,0,0,0,0,0,2,6,0,1,2,0,0,0,1,3,0,0,18.5,0,12,2,1,0,1,1,1,1,1,2,2,3,26,0,17500,1,1728,1440,576,32698,0.53
2,3,1,0,1,0,0,4,1,0,5,0,1,1,21,4,3,0,0,7,3,2,2,1,4,4,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,1,0,0,0,12,3,1,0,0,1,0,0,1,1,1,2,49,0,37500,0,2046,897,179,3361,0.5
1,2,1,0,0,0,9,4,0,1,7,0,0,1,22,4,17,1,0,7,3,3,1,1,2,2,0,0,0,0,0,0,0,1,0,6,0,0,1,6,1,0,2,1,1,0,2.5,0,7,3,1,0,1,1,0,0,1,1,5,2,66.5,1,27500,0,3675,3675,2450,7762,0.5
1,5,1,1,0,0,28,1,0,1,10,0,1,1,22,3,12,1,0,7,0,4,1,1,4,2,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,3,3,0,0,14.5,0,7,4,1,0,1,1,0,0,0,1,1,2,51.5,1,27500,0,1971,1478,422,7675,0.54
4,2,2,0,0,1,6,3,1,0,5,1,1,1,22,3,7,0,3,0,0,2,3,2,4,4,2,2,2,0,1,0,0,0,0,4,0,0,1,4,3,0,1,1,0,0,34,1,4,4,1,0,1,1,0,1,1,1,5,2,27.5,0,57500,0,1004,1004,1004,11062,0.43
2,2,1,1,1,1,1,2,0,1,1,1,0,1,1,3,22,0,0,1,3,1,2,1,8,12,1,2,0,0,1,0,0,1,6,6,0,0,1,5,1,1,1,1,0,0,5,0,12,3,1,0,0,1,0,1,2,1,2,1,59,1,32500,0,2268,1826,945,3317,0.47
5,5,3,1,1,1,6,3,1,0,10,1,1,1,22,3,22,1,0,7,3,2,3,2,4,4,0,0,0,0,0,1,0,0,0,10,0,1,1,10,2,0,0,0,0,0,5,0,22,4,0,0,0,1,1,1,0,1,2,2,64,0,82500,0,4544,4144,4144,10871,0.57
1,0,1,0,0,0,0,2,0,0,7,0,1,2,0,1,3,0,0,0,0,1,2,1,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,8,0,2,3,1,0,0,0,0,0,0,1,2,1,59,0,12500,1,308,308,0,1632,0.52
1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,0,2,3,0,0,1,0,0,0,0,1,1,1,67,0,12500,1,168,168,0,2661,0.54
7,4,2,0,1,1,6,2,0,0,5,1,1,1,21,4,3,1,0,16,3,6,3,2,8,12,3,2,2,2,1,0,0,0,2,8,0,0,1,8,3,1,6,2,0,0,26,1,12,3,1,0,0,1,0,1,1,2,2,4,31.5,0,110000,0,2400,2000,2000,17536,0.53
3,3,2,0,1,1,0,1,0,0,5,1,0,1,22,4,3,0,2,1,1,3,3,3,4,4,1,2,0,0,1,1,0,1,2,8,0,1,0,0,0,0,4,1,1,0,20,1,7,3,0,0,1,0,1,1,1,1,3,1,52,0,32500,0,4100,1650,0,8869,0.38
8,3,3,1,1,1,3,2,1,1,5,1,0,2,21,2,3,0,3,3,3,3,1,1,4,4,2,1,1,0,1,0,0,0,0,7,0,1,1,7,3,0,1,3,0,0,23.5,1,7,3,1,0,1,1,1,1,1,1,5,2,30,0,82500,0,2640,2240,2240,685,0.43
1,2,1,0,0,0,9,2,0,0,18,0,1,1,22,3,7,1,0,13,3,2,2,1,4,8,1,5,0,0,1,0,0,0,2,5,0,0,2,0,0,0,0,0,1,0,29,0,18,4,1,0,1,1,0,0,2,1,2,4,17.75,0,27500,1,2160,1980,288,5226,0.58
1,2,1,0,0,1,6,2,0,1,5,1,0,1,22,4,3,0,0,1,3,2,2,1,2,2,0,0,0,0,0,1,0,1,2,5,0,1,0,0,0,0,0,0,1,0,10.5,0,12,4,0,0,0,0,1,1,2,1,2,1,49,0,22500,0,1428,1428,0,3517,0.5
1,2,1,0,0,1,9,4,0,0,10,1,1,1,22,3,7,0,0,1,1,2,2,1,4,4,2,2,2,0,1,0,0,0,0,5,0,1,1,5,1,0,3,2,0,0,16,0,12,2,0,0,1,1,1,1,0,1,3,3,44.33333333,0,6250,1,1260,1260,1260,8980,0.37
2,3,1,1,1,0,6,3,0,1,7,1,1,1,22,3,12,0,1,1,1,3,2,1,2,8,1,2,0,0,0,1,0,0,2,5,0,1,0,0,0,0,0,0,1,0,5,1,12,2,0,0,1,0,1,1,0,1,2,1,50,0,17500,0,2126,834,0,15331,0.5
4,3,2,0,1,1,16,3,0,1,10,1,1,2,22,4,3,2,8,13,2,3,3,2,4,8,2,2,1,0,1,0,0,0,2,5,1,0,0,0,0,0,4,2,1,0,39.5,0,12,4,1,0,1,0,0,1,1,1,3,4,31.75,0,72500,0,3126,2726,0,11940,0.59
6,3,2,0,0,0,1,3,1,0,7,1,1,1,21,4,12,1,1,1,1,5,2,2,2,8,1,8,0,0,1,0,0,0,2,5,1,1,1,5,1,1,5,2,1,0,5,0,22,4,0,0,0,1,1,1,0,1,2,2,58,1,37500,0,3702,3702,3702,14250,0.54
3,1,1,0,0,1,1,2,0,0,7,1,0,1,22,3,2,0,0,0,0,1,2,2,4,2,0,0,0,0,0,0,0,0,0,3,0,1,1,3,2,0,1,1,1,0,2.5,1,4,2,0,0,1,1,1,1,2,1,1,4,16.5,0,32500,1,617,617,617,7522,0.52
5,4,2,0,1,0,9,3,0,0,7,1,1,1,21,4,12,1,8,7,3,3,2,1,4,8,2,5,1,0,1,0,0,1,2,9,0,1,1,9,1,0,8,3,1,0,29,0,12,4,0,0,1,1,1,1,0,1,3,3,44,1,57500,0,2622,2222,2222,22901,0.39
5,1,1,0,0,1,6,2,0,1,5,1,1,1,22,4,3,0,0,0,0,2,2,2,4,4,0,0,0,0,0,0,0,1,0,4,0,1,1,4,3,0,1,0,1,0,2.5,1,2,3,0,0,1,1,1,1,1,2,2,2,40.5,0,52500,0,942,942,942,11583,0.46
6,3,1,0,0,1,3,2,0,0,7,1,0,1,22,3,3,0,0,7,2,3,3,1,4,2,2,5,2,0,1,0,0,1,2,6,0,1,1,6,3,1,5,3,0,0,0,1,12,4,0,0,1,1,1,1,1,1,4,3,25.33333333,0,52500,0,1450,1450,1450,15713,0.52
4,1,1,0,0,1,3,4,0,0,18,1,1,1,22,3,7,0,0,0,0,1,2,2,4,4,1,2,0,0,1,0,0,0,2,3,0,1,1,3,3,0,0,0,0,0,10.5,0,7,3,0,0,1,1,1,1,1,1,4,2,25,0,47500,0,967,967,967,5852,0.53
3,2,1,0,0,1,9,2,0,0,10,1,0,1,22,3,7,0,0,0,0,3,3,2,4,8,0,0,0,0,0,0,0,0,0,5,0,0,1,5,1,0,1,1,1,0,2.5,1,4,4,1,0,0,1,0,1,1,2,3,2,17,0,12500,1,900,900,900,5078,0.61
1,3,2,0,0,1,3,2,0,0,7,1,1,1,22,3,7,1,1,3,3,5,2,1,4,8,2,8,1,0,1,0,0,0,2,7,0,0,0,0,0,0,2,1,1,0,15.5,1,18,4,0,0,0,0,0,1,0,1,3,3,53,1,87500,0,3480,2311,0,5314,0.6
